/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/aerosmith/Aerosmith/06-Write_Me_a_Letter.mp3, aerosmith, 06-Write_Me_a_Letter
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/02-Kid_A.mp3, radiohead, 02-Kid_A
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/08-Idioteque.mp3, radiohead, 08-Idioteque
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/03-The_National_Anthem.mp3, radiohead, 03-The_National_Anthem
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/11-Genchildren_hidden_.mp3, radiohead, 11-Genchildren_hidden_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/09-Morning_Bell.mp3, radiohead, 09-Morning_Bell
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/05-Treefingers.mp3, radiohead, 05-Treefingers
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/01-Everything_In_Its_Right_Place.mp3, radiohead, 01-Everything_In_Its_Right_Place
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/07-In_Limbo.mp3, radiohead, 07-In_Limbo
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/12-The_Tourist.mp3, radiohead, 12-The_Tourist
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/03-Subterranean_Homesick_Alien.mp3, radiohead, 03-Subterranean_Homesick_Alien
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/10-No_Surprises.mp3, radiohead, 10-No_Surprises
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/08-Electioneering.mp3, radiohead, 08-Electioneering
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/09-Climbing_Up_The_Walls.mp3, radiohead, 09-Climbing_Up_The_Walls
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/04-Exit_Music_for_a_film_.mp3, radiohead, 04-Exit_Music_for_a_film_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/02-Paranoid_Android.mp3, radiohead, 02-Paranoid_Android
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/05-Let_Down.mp3, radiohead, 05-Let_Down
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/06-Karma_Police.mp3, radiohead, 06-Karma_Police
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/01-Airbag.mp3, radiohead, 01-Airbag
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/07-Fitter_Happier.mp3, radiohead, 07-Fitter_Happier
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/OK_Computer/11-Lucky.mp3, radiohead, 11-Lucky
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/01-Harleys_Indians_Riders_In_The_Sky_.mp3, roxette, 01-Harleys_Indians_Riders_In_The_Sky_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/10-What_s_She_Like_.mp3, roxette, 10-What_s_She_Like_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/15-Go_To_Sleep.mp3, roxette, 15-Go_To_Sleep
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/03-Fireworks.mp3, roxette, 03-Fireworks
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/04-Run_To_You.mp3, roxette, 04-Run_To_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/02-Crash_Boom_Bang_.mp3, roxette, 02-Crash_Boom_Bang_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/05-Sleeping_In_My_Car.mp3, roxette, 05-Sleeping_In_My_Car
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/07-The_First_Girl_On_The_Moon.mp3, roxette, 07-The_First_Girl_On_The_Moon
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/11-Do_You_Wanna_Go_The_Whole_Way_.mp3, roxette, 11-Do_You_Wanna_Go_The_Whole_Way_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/13-I_m_Sorry.mp3, roxette, 13-I_m_Sorry
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/14-Love_Is_All_Shine_Your_Light_On_Me_.mp3, roxette, 14-Love_Is_All_Shine_Your_Light_On_Me_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/06-Vulnerable.mp3, roxette, 06-Vulnerable
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/12-Lies.mp3, roxette, 12-Lies
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/08-Place_Your_Love.mp3, roxette, 08-Place_Your_Love
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Crash_Boom_Bang_/09-I_Love_The_Sound_Of_Crashing_Guitars.mp3, roxette, 09-I_Love_The_Sound_Of_Crashing_Guitars
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/04-Waiting_For_The_Rain.mp3, roxette, 04-Waiting_For_The_Rain
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/12-Cooper.mp3, roxette, 12-Cooper
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/13-Staring_At_The_Ground.mp3, roxette, 13-Staring_At_The_Ground
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/14-Beautiful_Things.mp3, roxette, 14-Beautiful_Things
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/05-Anyone.mp3, roxette, 05-Anyone
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/03-You_Can_t_Put_Your_Arms_Around_What_s_Already_Gone.mp3, roxette, 03-You_Can_t_Put_Your_Arms_Around_What_s_Already_Gone
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/06-It_Will_Take_A_Long_Long_Time.mp3, roxette, 06-It_Will_Take_A_Long_Long_Time
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/07-7_Twenty_7.mp3, roxette, 07-7_Twenty_7
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/01-Crush_On_You.mp3, roxette, 01-Crush_On_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/02-Wish_I_Could_Fly.mp3, roxette, 02-Wish_I_Could_Fly
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/11-Pay_The_Price.mp3, roxette, 11-Pay_The_Price
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/09-Stars.mp3, roxette, 09-Stars
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/10-Salvation.mp3, roxette, 10-Salvation
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Have_a_Nice_Day/08-I_Was_So_Lucky.mp3, roxette, 08-I_Was_So_Lucky
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/12-phsycial_fascination.mp3, roxette, 12-phsycial_fascination
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/08-the_big_L_.mp3, roxette, 08-the_big_L_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/05-spending_my_time.mp3, roxette, 05-spending_my_time
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/10-church_of_your_heart.mp3, roxette, 10-church_of_your_heart
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/01-joyride.mp3, roxette, 01-joyride
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/02-hotblooded.mp3, roxette, 02-hotblooded
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/03-fading_like_a_flower_everytime_you_leave_.mp3, roxette, 03-fading_like_a_flower_everytime_you_leave_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/13-things_will_never_be_the_same.mp3, roxette, 13-things_will_never_be_the_same
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/11-small_talk.mp3, roxette, 11-small_talk
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/14-perfect_day.mp3, roxette, 14-perfect_day
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/07-watercolours_in_the_rain.mp3, roxette, 07-watercolours_in_the_rain
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/09-_do_you_get_excited.mp3, roxette, 09-_do_you_get_excited
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/04-knockin_on_every_door.mp3, roxette, 04-knockin_on_every_door
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Joyride/06-soul_deep.mp3, roxette, 06-soul_deep
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/01-The_Look.mp3, roxette, 01-The_Look
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/08-Dangerous.mp3, roxette, 08-Dangerous
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/04-Paint.mp3, roxette, 04-Paint
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/12-Shadow_Of_A_Doubt.mp3, roxette, 12-Shadow_Of_A_Doubt
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/06-Cry.mp3, roxette, 06-Cry
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/05-Dance_Away.mp3, roxette, 05-Dance_Away
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/02-Dressed_For_Success.mp3, roxette, 02-Dressed_For_Success
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/11-I_Could_Never_Give_You_Up.mp3, roxette, 11-I_Could_Never_Give_You_Up
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/03-Sleeping_Single.mp3, roxette, 03-Sleeping_Single
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/09-Half_A_Woman_Half_A_Shadow.mp3, roxette, 09-Half_A_Woman_Half_A_Shadow
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/10-View_From_A_Hill.mp3, roxette, 10-View_From_A_Hill
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/13-Listen_To_Your_Heart.mp3, roxette, 13-Listen_To_Your_Heart
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/roxette/Look_Sharp_/07-Chances.mp3, roxette, 07-Chances
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Aja/06-I_Got_The_News.mp3, steely_dan, 06-I_Got_The_News
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Aja/01-Black_Cow.mp3, steely_dan, 01-Black_Cow
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Aja/02-Aja.mp3, steely_dan, 02-Aja
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Aja/07-Josie.mp3, steely_dan, 07-Josie
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Aja/03-Deacon_Blues.mp3, steely_dan, 03-Deacon_Blues
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Aja/04-Peg.mp3, steely_dan, 04-Peg
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Aja/05-Home_At_Last.mp3, steely_dan, 05-Home_At_Last
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Countdown_To_Ecstasy/03-The_Boston_Rag.mp3, steely_dan, 03-The_Boston_Rag
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Countdown_To_Ecstasy/01-Bodhisattva.mp3, steely_dan, 01-Bodhisattva
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Countdown_To_Ecstasy/08-King_Of_The_World.mp3, steely_dan, 08-King_Of_The_World
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Countdown_To_Ecstasy/07-Pearl_Of_The_Quarter.mp3, steely_dan, 07-Pearl_Of_The_Quarter
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Countdown_To_Ecstasy/04-Your_Gold_Teeth.mp3, steely_dan, 04-Your_Gold_Teeth
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Countdown_To_Ecstasy/05-Show_Biz_Kids.mp3, steely_dan, 05-Show_Biz_Kids
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Countdown_To_Ecstasy/02-Razor_Boy.mp3, steely_dan, 02-Razor_Boy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Countdown_To_Ecstasy/06-My_Old_School.mp3, steely_dan, 06-My_Old_School
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Gaucho/04-Gaucho.mp3, steely_dan, 04-Gaucho
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Gaucho/06-My_Rival.mp3, steely_dan, 06-My_Rival
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Gaucho/01-Babylon_Sisters.mp3, steely_dan, 01-Babylon_Sisters
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Gaucho/07-Third_World_Man.mp3, steely_dan, 07-Third_World_Man
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Gaucho/03-Glamour_Profession.mp3, steely_dan, 03-Glamour_Profession
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Gaucho/02-Hey_Nineteen.mp3, steely_dan, 02-Hey_Nineteen
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Gaucho/05-Time_Out_of_Mind.mp3, steely_dan, 05-Time_Out_of_Mind
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/01-Black_Friday.mp3, steely_dan, 01-Black_Friday
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/03-Rose_Darling.mp3, steely_dan, 03-Rose_Darling
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/08-Chain_Lightning.mp3, steely_dan, 08-Chain_Lightning
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/09-Any_World.mp3, steely_dan, 09-Any_World
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/10-Throw_Back_The_Little_Ones.mp3, steely_dan, 10-Throw_Back_The_Little_Ones
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/06-Everyone_s_Gone_To_The_Movies.mp3, steely_dan, 06-Everyone_s_Gone_To_The_Movies
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/04-Daddy_Don_t_Live_In_That_New_York_City_No_More.mp3, steely_dan, 04-Daddy_Don_t_Live_In_That_New_York_City_No_More
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/07-Your_Gold_Teeth_II.mp3, steely_dan, 07-Your_Gold_Teeth_II
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/02-Bad_Sneakers.mp3, steely_dan, 02-Bad_Sneakers
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/steely_dan/Katy_Lied/05-Doctor_Wu.mp3, steely_dan, 05-Doctor_Wu
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/11-As_Girls_Go.mp3, suzanne_vega, 11-As_Girls_Go
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/04-99_9_F_.mp3, suzanne_vega, 04-99_9_F_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/01-Rock_In_This_Pocket_Song_Of_David_.mp3, suzanne_vega, 01-Rock_In_This_Pocket_Song_Of_David_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/07-_If_You_Were_In_My_Movie.mp3, suzanne_vega, 07-_If_You_Were_In_My_Movie
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/12-Song_Of_Sand.mp3, suzanne_vega, 12-Song_Of_Sand
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/06-Fat_Man_Dancing_Girl.mp3, suzanne_vega, 06-Fat_Man_Dancing_Girl
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/02-Blood_Makes_Noise.mp3, suzanne_vega, 02-Blood_Makes_Noise
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/05-Blood_Sings.mp3, suzanne_vega, 05-Blood_Sings
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/10-When_Heroes_Go_Down.mp3, suzanne_vega, 10-When_Heroes_Go_Down
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/09-Bad_Wisdom.mp3, suzanne_vega, 09-Bad_Wisdom
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/03-In_Liverpool.mp3, suzanne_vega, 03-In_Liverpool
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/99_9_F_/08-As_A_Child.mp3, suzanne_vega, 08-As_A_Child
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/02-Men_in_a_War.mp3, suzanne_vega, 02-Men_in_a_War
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/03-Rusted_Pipe.mp3, suzanne_vega, 03-Rusted_Pipe
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/11-Pilgrimage.mp3, suzanne_vega, 11-Pilgrimage
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/08-Big_Space.mp3, suzanne_vega, 08-Big_Space
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/07-Room_Off_The_Street.mp3, suzanne_vega, 07-Room_Off_The_Street
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/10-Fifty-Fifty_Chance.mp3, suzanne_vega, 10-Fifty-Fifty_Chance
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/04-Book_Of_Dreams.mp3, suzanne_vega, 04-Book_Of_Dreams
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/06-Those_Whole_Girls_Run_In_Grace_.mp3, suzanne_vega, 06-Those_Whole_Girls_Run_In_Grace_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/09-Predictions.mp3, suzanne_vega, 09-Predictions
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/01-Tired_Of_Sleeping.mp3, suzanne_vega, 01-Tired_Of_Sleeping
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Days_of_Open_Hand/05-Institution_Green.mp3, suzanne_vega, 05-Institution_Green
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Nine_Objects_Of_Desire/06-Thin_Man.mp3, suzanne_vega, 06-Thin_Man
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Nine_Objects_Of_Desire/11-Tombstone.mp3, suzanne_vega, 11-Tombstone
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Nine_Objects_Of_Desire/10-Honeymoon_Suite.mp3, suzanne_vega, 10-Honeymoon_Suite
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Nine_Objects_Of_Desire/04-Stockings.mp3, suzanne_vega, 04-Stockings
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/suzanne_vega/Nine_Objects_Of_Desire/02-Head_Shots.mp3, suzanne_vega, 02-Head_Shots
